id,uuid,category,muscles,equipment,images,ex_id,ex_name,description
193,14d5cdbc-9b17-4296-a282-0a81cd3c4c4e,Shoulders,[],Bench,[],329,Diagonal Shoulder Press,"<p>You sit at the bench press device, back slightly tilted to the back. The bar should be about 20 cm in front of you. Then you push the bar and take it back again, as you would with a bench press.</p>
<p>In this position you strain your chest muscles a lot less, which is nice if you want to train, but your chest hasn't recovered yet.</p>
<p>Here's a link to a girl on a machine specialized for this exercise, to give a better description than my failing words above.</p>
<p>http://www.schnell-online.de/db_imgs/products/img/t-80400.jpg</p>"
194,09dd3e3c-e53a-4e2c-a2e3-645d334f53e2,Chest,Chest,none (bodyweight exercise),[],781,Dips,"A dip is an upper-body strength exercise. Narrow, shoulder-width dips primarily train the triceps, with major synergists being the anterior deltoid, the pectoralis muscles (sternal, clavicular, and minor), and the rhomboid muscles of the back (in that order).[1] Wide arm training places additional emphasis on the pectoral muscles, similar in respect to the way a wide grip bench press would focus more on the pectorals and less on the triceps."
195,6a496c73-721d-4ed2-9f7f-337e8ad2b388,Arms,Triceps,[],31,82,Dips,"<p>Hold onto the bars at a narrow place (if they are not parallel) and press yourself up, but don't stretch the arms completely, so the muscles stay during the whole exercise under tension. Now bend the arms and go down as much as you can, keeping the elbows always pointing back, At this point, you can make a short pause before repeating the movement.</p>"
197,7c8eb1ac-2d7e-4ca7-919a-1848ba38e0f4,Arms,Triceps,Bench,35,83,Dips Between Two Benches,"<p>Put two benches so far appart, that you can hold onto one with your hands and are just able to reach the other with your feet. The legs stay during the exercise completely stretched. With your elbows facing back, bend them as much as you can. Push yourself up, but don't stretch out the arms.</p>"
200,dd320a0c-3442-452c-a007-1c84e11533aa,Legs,Quads,Barbell,[],364,Dřep do Sedu na Box,Cvik se provádí v širším postoji nohou se vzpěračskou činkou na zadech. Po dosednutí na box na chvíli uvolnit nohy a následně výbušně se zvednout.
202,46e0f60c-fdc0-489a-82e4-a5b7476a5c21,Arms,,Dumbbell,[],275,Dumbbell Concentration Curl,<p>Sit on bench. Grasp dumbbell between feet. Place back of upper arm to inner thigh. Lean into leg to raise elbow slightly.</p>
203,b7c6a444-90ea-4f5b-9fea-748311606eaa,Legs,Quads,Dumbbell,[],300,Dumbbell Goblet Squat,"<p>Grasp dumbbell with both hands at the sides of the upper plates. Hold dumbbell in front of chest, close to torso. Place feet about shoulderwide apart, keep knees slightly bent.</p>
<p>Squat down until thighs are parallel to floor. Keep back straight, bend and move hips backward to keep knees above feet. Return, keep knees slightly flexed. Repeat.</p>
<p>Keep bodyweight on heels and look ahead or slightly above to keep back straight.</p>"
204,43e85cb8-51d0-4892-b1bf-80a3cb111ff6,Arms,Biceps,Dumbbell,[],242,Bizeps KH-Curls Schrägbank,"<p>Sitz auf einer ca. 45° nach hinten geneigten Schrägbank; Oberkörper und Kopf an die Rückenlehne angelehnt.</p>
<p>Rumpfmuskulatur anspannen, Rücken bleibt gerade, Blick geradeaus.</p>
<p>Die Kurzhanteln werden jeweils im neutralen Hammergriff gefasst (Handinnenflächen zeigen zueinander). Die Arme hängen, leicht gebeugt, seitlich herab. Durch die Neigung der Rückenlehne befinden sich die leicht gebeugten Arme hinter der Körperachse.</p>
<p>Handgelenke in Verlängerung des Unterarms.</p>
<p>Beugen und Strecken im Ellbogengelenk in einer gleichmäßigen, parallelen Bewegung nah am Körper vorbei; Dabei zeigt der Oberarm weiter nahezu unverändert senkrecht nach unten.</p>
<p>Die Unterarme während der Beugephase entweder auswärts drehen (Supination), so dass in der Endposition die Handinnenfläche zum Körper hin zeigt bzw. die Kurzhantel im Untergriff gehalten wird oder ohne Auswärtsdrehung der Unterarme beugen, so dass in der Endposition der Daumen zum Körper zeigt bzw. die Kurzhantel im neutralen Hammergriff gehalten wird.</p>
<p>Die Arme weder maximal beugen noch ganz durchstrecken.</p>
<p>Bei der Spuinationsvariante werden die Unterarme in der Abwärtsbewegung wieder nac innen zurückgedreht.</p>
<p>Richtige Atmung: Beim Beugen ausatmen, beim Strecken einatmen.</p>"
205,2f1a2707-e7ff-46ac-9112-3e31e6e961ee,Legs,Quads,Dumbbell,[],55,Ausfallschritte Stehend,<p>.</p>
206,dcc6e237-a8bb-4eca-bbc5-7fb852636f6a,Legs,Quads,Dumbbell,121,5,Ausfallschritte im Gehen,<p>.</p>
208,fe328b2b-cc6d-4f12-a2c6-85ce374217c7,Arms,Biceps,[],[],87,Dumbbells on Scott Machine,
211,d8bddb58-91b0-4d7b-8ec1-cd742584b607,Arms,Triceps,Dumbbell,[],274,Dumbbell Triceps Extension,"<p>Position one dumbbell over head with both hands under inner plate (heart shaped grip).</p>
<p>With elbows over head, lower forearm behind upper arm by flexing elbows. Flex wrists at bottom to avoid hitting dumbbell on back of neck. Raise dumbbell over head by extending elbows while hyperextending wrists. Return and repeat.</p>"
215,8f7b6fce-4a75-42fc-b217-efe44e349fdc,Back,Lats,Dumbbell,95,11,Einarmiges Rudern KH,"<p>Nehme eine Flachbank und setze das Knie eines Beines auf ein Ende, das andere Bein ist daneben und leicht angewinkelt. Beuge deinen Oberkörper nach vorn und benutze deine Hand um dich abzustützen. Der Rücken macht einen leichten Hohlkreuz. Greife die Hantel mit der freien Hand und hebe sie eng am Körper entlang (achte auf die Ellenbogen). Bringe sie langsam nach unten und wiederhole die Bewegung sobald du unten angekommen bist. Wechsle danach die Seite.</p>
<p> </p>"
216,e878ecf3-fbb2-4f0e-a546-9769c7ff3241,Legs,[],Barbell,[],760,Einbeinige Kniebeuge / Ausfallschritt Mit Freiem Bein Nach Hinten Erhöht,"<p>Ein Bein nach hinten auf einem Stuhl oder Bank ablegen, mit dem anderen Bein eine Kniebeuge machen. Gewicht optional mit Langhantel auf Rücken, Kurzhantel in den Armen oder Kugelhantel in Brusthöhe.</p>"
221,09e4f206-03cf-43ee-b9f0-907980e569a3,Chest,[],[],[],414,Extenseurs - Face,"<p>En face</p>
<ol>
<li>Tirer</li>
<li>relacher doucement</li>
</ol>"
222,d7a418d4-d0cb-4f85-8a7c-1e9d97152cbd,Shoulders,,[],[],394,Facepull,"<p>Attach a rope to a pulley station set at about chest level.</p>
<p>Step back so you're supporting the weight with arms completely outstretched and assume a staggered (one foot forward) stance. Bend the knees slightly for a stable base.</p>
<p>Retract the scapulae (squeeze your partner's finger with your shoulder blades) and pull the center of the rope slightly up towards the face. A good cue is to think about pulling the ends of the rope apart, not just pulling back.</p>
<p>As you near your face, externally rotate so your knuckles are facing the ceiling.</p>
<p>Hold for one second at the top position and slowly lower.</p>"
235,fdc550b6-ec58-4023-ba62-b54045e9a10d,Abs,,[],[],303,Flutter Kicks,"<p>-Laying on the back, lift your straightened legs from the ground at a 45 degree angle. </p>
<p>-As your Left foot travels downward and nearly touches the floor, your Right foot should seek to reach a 90 degree angle, or as close to one as possible.</p>
<p>-Bring your R foot down until it nearly touches the floor, and bring your L foot upwards.  Maintain leg rigidity throughout the exercise.  Your head should stay off the ground, supported by tightened upper abdominals.</p>
<p>-(L up R down, L down R up, x2)  ^v, v^, ^v, v^ = 1 rep</p>
<p>-Primarily works the Rectus Abdominus, the hip flexors and the lower back. Secondarily works the Obliques.  Emphasis placed on the lower quadrant of the abs.</p>
<p> </p>"
237,07c5b9f4-2be5-4a3d-b6d2-16235da1ae3a,Chest,Chest,[],119,122,Fly With Cable,
238,95d226ad-3bf7-4cd6-aa64-2f26b526d8b6,Chest,Chest,Dumbbell,[],18,Fliegende KH Flachbank,"<p>Greife zwei Kurzhanteln und lege dich auf eine Bank und strecke die Arme schulterbreit vollständig aus. Füße, Rücken und Kopf liegen fest auf Boden/Bank und geben Halt. Beuge nun leicht die Arme am Ellenbogengelenk und lasse sie mit einer Halbkreisbewegung seitlich runter. Ohne diesen Winkel zu verändern bringe sie wieder nach oben.</p>"
239,55d0a5ec-b147-40c3-aa77-314e61c93689,Chest,Chest,Dumbbell,[],73,Fliegende KH Schrägbank,"<p>Greife zwei Kurzhanteln und lege dich auf eine Schrägbank und strecke die Arme schulterbreit vollständig aus. Füße, Rücken und Kopf liegen fest auf Boden/Bank und geben Halt. Beuge nun leicht die Arme am Ellenbogengelenk und lasse sie mit einer Halbkreisbewegung seitlich runter. Ohne diesen Winkel zu verändern bringe sie wieder nach oben.</p>"
245,893c07ea-2e24-49b6-92e4-d0033eedec62,Arms,Triceps,Bench,[],58,Frenchpress KH,"<p>Nehme die Hanteln in die Hand, lege dich auf eine Bank und stelle dich so hin, dass ca. 1/4 des Kopfes nicht mehr auf der Bank liegt. Strecke die Arme aus und lasse nun mit einem Bogen die Gewichte runter. Wenn die Hanteln knapp über die Stirn sind, drücke sie wieder nach oben.</p>
<p>Es ist wichtig die Ellenbogen während der ganzen Übung wenig zu bewegen, damit die Trizeps die Arbeit machen.</p>"
246,95a7e546-e8f8-4521-a76b-983d94161b25,Arms,Triceps,Bench,60,84,French Press (skullcrusher) SZ-bar,"<p>Hold the SZ-bar and lay down on a flat bench in such a way that around 1/4 of your head is over the edge. Stretch your arms with the bar and bend them so that the bar is lowered. Just before it touches your forehead, push it up.</p>
<p>Pay attention to your elbows and arms: only the triceps are doing the work, the rest of the arms should not move.</p>"
250,b117f605-3b74-488f-bb03-4f434c8d529f,Shoulders,Shoulders,Bench,[],19,Frontdrücken KH,"<p>Setze dich auf eine Bank, stelle die Lehne fast Senkrecht ein. Nehme zwei Kurzhanteln in die Hände und bringe sie auf Schulterhöhe, die Handflächen und die Ellenbogen zeigen während der Übung nach vorn. Drücke die Hanteln nach oben, achte darauf, dass auf dem höchsten Punkt sie sich zwar sehr nahe kommen, aber nicht berühren. Bringe die Hanteln langsam auf die Ausgangsposition.</p>"
252,31f51ab6-94a6-436f-9d41-632d85b7e01f,Shoulders,Shoulders,[],[],66,Frontdrücken MP,"<p>Selbe Durchführung wie mit der Langhantel. Setze dich auf eine Bank, stelle die Lehne fast Senkrecht ein. Greife die Stange etwas mehr als Schulterbreit und hebe sie auf Brusthöhe. Drücke sie nun nach oben, strecke die Arme aber nicht vollständig aus. Bringe das Gewicht langsam wieder runter, bis sie wie beim Bankdrücken die Brust kurz berührt.</p>"
253,515cb39c-fead-4b59-a4ba-a10c5b0b8c84,Shoulders,Shoulders,[],[],65,Frontheben am Kabel,"<p>Stelle dich mit dem Rücken zum Kabel, halte aber genügend Abstand, dass du es durch die Beine nach oben ziehen kannst. Greife die Stange, strecke die Arme komplett aus und ziehe das Seil hoch, bis sie waagerecht sind. Bringe dann wieder das Gewicht runter.</p>"
254,68e0dbba-2d1e-4a56-8378-8824c1de3342,Shoulders,Shoulders,[],[],221,Frontheben Mit Scheibe,"<p>Eine Gewichtscheibe mit gestreckten Armen von der Höhe der Oberschenkel bis kurz über den Kopf heben. Arme nicht in die Senkrechte bringen, damit der Muskel unter Anspannung bleibt.</p>"
256,9c35594c-bbcc-4656-bdcb-376814c90e96,Shoulders,Shoulders,Barbell,[],233,Front Raises,"<p>To execute the exercise, the lifter stands with their feet shoulder width apart and weights or resistance handles held by their side with a pronated (overhand) grip.</p>
<p>The movement is to bring the arms up in front of the body to eye level and with only a slight bend in the elbow. This isolates the anterior deltoid muscle (front of the shoulder) and uses the anterior deltoid to lift the weight.</p>
<p>When lifting it is important to keep the body still so the anterior deltoid is fully utilised; if the weight cannot be lifted by standing still then it is too heavy and a lower weight is needed. It is important to keep a slight bend in the elbow when lifting as keeping the elbow locked will add stress to the elbow joint and could cause injury.</p>
<p>A neutral grip, similar to that used in the hammer curl, can also be used. With this variation the weight is again raised to eye level, but out to a 45 degree angle from the front of the body. This may be beneficial for those with shoulder injuries, particularly those related to the rotator cuff.</p>"
257,d677de4c-5bd9-412a-91f1-857116a666a2,Legs,Glutes,Barbell,149,390,Front Kniebeuge,"<p>Bei dieser Variante des Kniebeugens werden der Beinbizeps und der Große Gesäßmuskel trainiert.</p>
<p>Daneben werden die Rückenstrecker und die Abduktoren beansprucht.</p>"
258,6260e3aa-e46b-4b4b-8ada-58bfd0922d3a,Back,Lats,[],[],10,Frontziehen Breit,
259,5b4b94ca-f429-4394-9477-c00be8f2bb04,Back,Lats,[],[],12,Frontziehen Eng,
260,e5a62151-5350-4c86-8a19-3e9ca7bf0f38,Abs,Glutes,none (bodyweight exercise),[],326,Full Sit Outs,"<p>(A) Get in high plank position on your hands and toes.(B) Shift your weight to your left hand as you turn your body to the right; bend your right leg behind you and extend your right arm up. Return to the center and repeat on the opposite side. Continue, alternating sides.<strong>Make it easier:</strong> Don’t raise your arm after you bend your leg behind you.<strong>Make it harder:</strong> Balance with your arm and leg extended for two counts.</p>"
262,82d2e843-7fbf-443e-ba49-c71923adeb83,Arms,Triceps,none (bodyweight exercise),[],676,Fundos Para Tríceps,"<p>Levante-se em barras paralelas mantenha pressionado por 1 segundo, abaixe lentamente e controle por 4 segundos, depois volte sem descanso</p>"
265,ceb0c2d0-06ac-4a49-89e7-8d7b1c1e5672,Legs,Glutes,[],[],408,Glute Bridge,"<p>Lie on you back with your hips and knees flexed, feet on the ground. From this position, raise your butt off of the ground to a height where your body makes a straight line from your knees to your shoulders. To make the exercise more intense, you can add weight by letting a barbell rest on your hips as you complete the motion, or you can put your feet on a slightly higher surface such as a step or a bench.</p>"
268,fb928a58-9e24-4e7b-b714-71a5f759e8d6,Legs,Hamstrings,[],66,116,Good Mornings,
272,c0d9fe98-f4fe-49f3-8037-05e1984e7d2d,Arms,Biceps,Dumbbell,47,86,Hammercurls,"<p>Hold two dumbbells and sit on a bench with a straight back, the shoulders are slightly rolled backwards. Your pals point to your body. Bend the arms and bring the weight up with a fast movement. Don't rotate your hands, as with the curls. Without any pause bring the dumbbell down with a slow, controlled movement.</p>
<p>Don't swing your body during the exercise, the biceps should do all the work here. The elbows are at your side and don't move.</p>"
275,04365177-e078-489b-983a-8ac61b7346f1,Arms,Biceps,[],51,134,Hammercurls am Seil,"<p>Nehme das Kabel in die Hände (Handflächen parallel, zeigen aufeinander), der Körper steht gerade und ist etwas vom Kabelzug entfernt.</p>
<p>Beuge nun die Arme und bringe das Kabel mit einer schnellen Bewegung nach oben. Ohne Pause wird das Gewicht nun kontrolliert nach unten gebracht (Arme aber nicht ganz austrecken). Während des Bewegungablaufs darf der Körper nicht mitschwingen. Die Ellenbogen bleiben dabei immer an der Stelle.</p>"
278,9094b15d-7d98-4393-bcc1-9eb60d3d7941,Arms,[],[],[],282,Handgelenkstreckung,"<p>Im Sitzen Unterarme auf die Oberschenkel, Handrücken nach oben (Obergriff) und dann Kurzhanteln nach oben bewegen.</p>"
279,4e238360-a4c1-4509-85c1-f96d01e69cf9,Arms,[],[],[],317,Hand Grip,<p>chrome Hand Flex Grip to build up forearms muscles</p>
280,f8434123-3c86-44e2-b596-dc7f9bf22d7b,Shoulders,Shoulders,none (bodyweight exercise),[],744,Handstand Gegen Die Wand,<p>Handstand gegen eine Wand zur Unterstützung (Brust zugewandte Wand).</p>
282,7704e810-c05d-47cc-a384-265e0231a497,Shoulders,,none (bodyweight exercise),[],807,Handstand Pushup,"The handstand push-up (press-up) - also called the vertical push-up (press-up) or the inverted push-up (press-up) also called commandos- is a type of push-up exercise where the body is positioned in a handstand. For a true handstand, the exercise is performed free-standing, held in the air. To prepare the strength until one has built adequate balance, the feet are often placed against a wall, held by a partner, or secured in some other way from falling. Handstand pushups require significant strength, as well as balance and control if performed free-standing."
283,9b993e99-8701-43f0-84d6-689123183880,Abs,Abs,[],[],166,Hanging Leg Raises,"<p>Hanging from bar or straps, bring legs up with knees extended or flexed</p>"
284,8381f40c-3168-4d98-af60-6a89800dd308,Arms,Biceps,[],[],291,Hercules Pillars,<p>Grab two cables stand in the middle so both have tension and hold</p>
285,3edbb63e-f326-4bd0-8af3-2d5deabb864f,Legs,Hamstrings,[],[],304,High Knee Jumps,"<p>-Start with legs slightly wider than shoulder width</p>
<p>-Drop into a bodyweight squat</p>
<p>-As you hit the bottom of the squat, explode upwards into a jump while simultaneously tucking your knees into your chest midflight.  Remain tucked until the apex of your jump.</p>
<p>-Land on both feet, making sure your knees are not locked so as to avoid excessive strain upon your joints.  Collect yourself into the next rep as quickly but under control as possible.</p>"
288,ebbc6537-5ea4-44d7-9288-ac3eb5e9869c,Legs,Calves,[],[],432,High Knees,"<p>-Start with legs at a comfortable standing width</p>
<p>-Run in place, bringing knees to or above waist level</p>"
289,b526b17b-408d-4da2-8940-ceaf9dae9d93,Shoulders,Shoulders,[],[],164,High Pull,"<p>Use a light barbell, perform explosive lift up starting from underneath knee cap level. Lift/raise explosively using hips, at shoulder level. Tempo: 2111</p>"
290,e3ee06c8-3c06-4af1-881f-1ab6ab105627,Legs,[],[],[],255,HIIT,"<p>Interval Sprints</p>
<p>20 sec Belastung</p>
<p>30 sec Regen.</p>"
291,1d610575-eed0-42cf-8737-29788a372af6,Legs,Quads,[],[],650,Hindu Squats,"<p>Start with your feet shoulder width apart and arms slightly behind your back.</p>
<p>As you descend towards the floor, raise your heels off the ground, while keeping your back as vertical  as possible. </p>
<p>Upon attaining the bottom position, touch the hands to the heels.</p>
<p>Then stand up ending with the heels on the ground, arms extended in front of the chest then rowing into the start position.</p>"
292,541941e0-0fa5-4474-a382-9baf04948f8d,Back,Hamstrings,none (bodyweight exercise),[],376,"Hip Raise, Lying","Lying down on your back, with your feet flat on the floor. Raise your hips up evenly as high as you can and hold for as long as you can."
294,19a289c0-33af-4055-bb34-3570c2975d3d,Legs,Glutes,Barbell,[],230,Beckenheben,"<p>Lege dich auf die Matte, die Arme sind ausgestreckt und bilden einen rechten Winkel mit dem Körper. Bringe mit etwas Schwung die Beine in eine senkrechte Position. Hebe nun mit einer kontrollierten Bewegung den Becken etwa 5 cm. hoch. und bringe ihn langsam wieder runter. Ohne Pausen wird die Bewegung wiederholt.</p>"
297,d059c63d-0a81-48a3-912a-44070c0def2e,Abs,,Gym mat,[],383,Hollow Hold,"<p>Get on a mat and lie on your back. Contract your abs, stretch your raise and legs and raise them (your head and shoulders are also be raised). Make sure your lower back remains in contact with the mat.</p>"
301,37f6bd56-815a-4975-99af-05e749fae4b2,Back,,[],11,128,Hyperextensions,"<p>Lay on the hyperextension pad with the belly button just at the leading edge, the upper body can hang freely. Tense your whole back's muscles and bring your upper body up till it is horizontal, but not more. Go slowly down and don't relax your muscles.</p>"
305,69378ddf-377d-4624-b500-3406682a84e4,Chest,Chest,Incline bench,117,163,Incline Bench Press,"<p>To do slowly, tempo is 4010</p>"
308,55ff32e6-24ab-4303-9b50-176d60d48796,Chest,Chest,Dumbbell,[],206,Incline Dumbbell Flye,"<p>Use inclined bench. Hold dumbbells straight out to your sides, elbows slightly bent. Bring arms together above you, keeping angle of elbows fixed.</p>"
309,64d772ea-f21a-47c1-8660-d6b9366d1900,Chest,Chest,Dumbbell,[],210,Incline Dumbbell Press,"<ul>
<li>Bench should be angled anywhere from 30 to 45 degrees</li>
<li>Be sure to press dumbbells straight upward (perpendicular to the floor)</li>
</ul>"
310,27eb3d4a-8677-4c1f-bf34-251e2b4741cb,Back,[],Bench,[],340,Incline Dumbbell Row,"<ol>
<li>Using a neutral grip, lean into an incline bench.</li>
<li>Take a dumbbell in each hand with a neutral grip, beginning with the arms straight. This will be your starting position.</li>
<li>Retract the shoulder blades and flex the elbows to row the dumbbells to your side.</li>
<li>Pause at the top of the motion, and then return to the starting position.</li>
</ol>"
312,aae91ecf-ffa4-4730-812c-cb00e423f91c,Abs,Abs,[],[],165,Incline Plank With Alternate Floor Touch,"<p>Perform the plank with legs elevated, feet on a gymball. Once stabilised, slowly move one foot sideways off the ball, then make it touch the floor, then come back to starting position. Alternate with the other foot.</p>
<p>This is a core exercise.</p>"
313,312017c4-c431-46b2-86dd-b9f480617d6f,Chest,Chest,[],[],168,Incline Pushups,<p>Regular push with a 30 degree incline.</p>
314,2f5032de-df6d-406b-b709-9223ef5c3e24,Chest,Chest,none (bodyweight exercise),[],338,Isometric Wipers,"<p>Assume push-up position, with hands slightly wider than shoulder width.</p>
<p>Shift body weight as far as possible to one side, allowing the elbow on that side to flex. </p>
<p>Reverse the motion, moving completely over to the other side.</p>
<p>Return to the starting position, and repeat for the desired number of repetitions.</p>"
319,eeeb42ae-6a41-4127-b2ec-72376119531b,Legs,[],[],[],423,Jogging,"<p>Get your shoes on, go outside and start running at a moderate pace.</p>"
320,4d255f25-f199-401a-bc81-7ffab1d0ed24,Legs,Quads,[],[],810,Jumping Jacks,"<p>A jumping jack or star jump, also called side-straddle hop in the US military, is a physical jumping exercise performed by jumping to a position with the legs spread wide and the hands going overhead, sometimes in a clap, and then returning to a position with the feet together and the arms at the sides</p>"
323,b16e3e5d-8401-4d2b-919c-15b536f9ec5e,Chest,Chest,[],127,71,Kabelcross,
324,201edd07-93f8-474b-8db0-e13e5283ee2b,Chest,[],[],[],251,Kabelziehen Über Kreuz,"<p>Brustmuskulatur</p>
<p>Hinterer dreieckiger Schultermuskel</p>"
325,f2d7abc4-81e4-4f17-befa-86389cc1aab0,Chest,[],[],[],252,Kabelziehen Von Unten,"<p>-Brustmuskulatur</p>
<p>-Vorderer dreieckiger Schultermuskel</p>"
326,b7b690a7-2e65-40f9-a9cb-e61501a72fed,Shoulders,[],[],[],314,Kabelzug,"<p>Seilzug auf Oberarmhöhe. Arm angewinkelt. Unterarm vor dem Bauch von innen nach außen drehen, sodass der Griff vom Kabelzug wegbewegt wird.</p>"
331,8b311259-4f67-4dbf-9574-8c38faa92160,Legs,Glutes,[],[],249,Kettlebell Swings,"<p>Hold the kettlebell securely in both hands. Keep your back flat throughout the move, avoiding any rounding of the spine.Keeping your knees ""soft"", hinge your hips backwards, letting the kettlebell swing between your knees.</p>
<p>You want to bend from the hips as far as you can <em>without letting your back round forwards</em>. Then, snap your hips forwards quickly and standing up straight, locking your body in an upright posture.</p>
<p>The speed you do this will cause your arms and the kettlebell to swing up in front of you. Don't try to <em>lift</em> the kettlebell with your arms. The snapping forwards of your hips will cause the kettlebell to swing forwards through momentum. Depending on the weight of the kettlebell and the speed of your hip movement, your arms will swing up to about shoulder height. At the top of this swing, let your hips hinge backwards again as the kettlebell swings back down to between your legs and the start of the next repetition.</p>"
335,115ecb25-27bc-40a2-9618-00e8572af3c8,Abs,Chest,none (bodyweight exercise),[],367,Kliky na Medicinbalu,"kliky na medicinbalu se provádějí jako klasické cviky. Ruce jsou na medicinbalu. Pro usnadnění může klečet u cvičení, jako u ženských kliků."
341,316aca47-6f5b-40b7-b04f-f69e68387354,Legs,Quads,[],[],200,Kniebeuge an Multipresse - Eng,<p>.</p>
346,91c47c8b-6290-4885-8921-df9aa7958c00,Shoulders,Shoulders,Barbell,[],799,"Landmine-Press, Einarmig","<p>Diese Übung kann wahlweise im parallelen oder versetzten Stand durchgeführt werden.</p>
<p>Greife das Ende einer Langhantel, während das andere Ende fixiert am Boden ist und versuche das Gewicht von dir wegzudrücken ohne dabei die Langhantel Richtung Körpermittelpunkt zu bewegen. Der ganze Körper bleibt während der Übungsausführung gerade und angespannt.</p>"
348,63375f5b-2d81-471c-bea4-fc3d207e96cb,Shoulders,Shoulders,Dumbbell,177,148,Lateral Raises,<p>.</p>
349,57263316-6f34-4539-952b-b07e09bac3ba,Shoulders,Shoulders,[],[],149,"Lateral Raises on Cable, One Armed",<p>.</p>
351,dac3c714-f0c6-4d97-8283-17be7dd77b65,Shoulders,Shoulders,Dumbbell,[],306,Lateral-to-Front Raises,"<p>-(1) Perform a lateral raise, pausing at the top of the lift (2).</p>
<p>-Instead of lowering the weight, bring it to the front of your body so that you appear to be at the top position of a front raise.  You will do this by using a Pec Fly motion, maintaining straight arms. (3)</p>
<p>-Now lower the weight to your quadriceps, or, in other words, lower the dumbbells as though you are completing a Front Raise repetition. (4)</p>
<p>-Reverse the motion:  Perform a front raise (5), at the apex of the lift use a Reverse Fly motion to position the weights at the top of a Lateral Raise (6), and finally, lower the weights until your palms are essentially touching the sides of your thighs (7).  THIS IS ONE REP.</p>
<p>(1) l  <em>front view  </em>(2) -l- <em> FV  </em>  (3) l-  <em>side view</em>   (4) l  <em>SV/FV</em>   (5) l-  <em>SV  </em> (6) -l-  <em>FV  </em>  (7)  l  <em>FV/SV</em></p>"
353,9e694c44-2462-430d-8108-6982fd681ade,Back,Lats,[],[],158,Lat Pulldown,"<ul>
<li>Rücken gerade</li>
<li>Griffe bis auf Kinnhöhe herunter ziehen</li>
<li>Arme langsam zurückgehen lassen bis sie fast ausgestreckt sind</li>
</ul>"
354,8c496646-baa8-4ed3-97b1-702e213fdeca,Back,Lats,[],[],188,Lat Pull Down (Leaning Back),"<p>Lean Back, Pull into chest</p>"
355,fff05d7a-f374-4c8a-9885-39f49076918f,Back,Lats,[],[],187,Lat Pull Down (Straight Back),<p>Pull bar down to strenum and keep straight back.</p>
357,6c86a314-bf0e-4b31-aea7-40891fa5288a,Back,Lats,[],[],226,Lat-Ziehen Mit Gesteckten Armen am Seilzug,"<ul>
<li>Sie stehen mit leicht gegrätschten Beinen vor dem Gerät und umfassen die Stange in Schulterbreite von oben, die Arme sind getreckt.</li>
<li>beim Einatmen die Stange bis zu den Oberschenkeln führen, wobei die Arme gesteckt bleiben (die Ellbogen können ganz leicht gebeugt sein)</li>
<li>Dabei halten Sie den Rücken gerade und spannen die Bauchmuskeln an.</li>
<li>Am Ende der Bewegung ausatmen</li>
</ul>"
358,306187ff-d8b0-4d6f-8ecd-bf9818fdf6b5,Back,Lats,[],[],734,Lat-Ziehen Mit Gesteckten Armen Mit (Stange),"<p>Verwenden Sie den Aufsatz für die gerade Stange. Fassen Sie die beiden Enden der Stange mit den Handflächen nach unten und den Armen gerade vor Ihnen. Ziehen Sie Ihre Hände nach unten in Richtung Ihrer Hüften, während Sie Ihre Arme gerade halten, und heben Sie sie dann wieder in die Ausgangsposition.</p>"
359,c29884c8-a4fd-4491-8bfd-2dac88aa7184,Back,[],[],[],243,Latzug Breit Zur Brust,"<p>Aufrechte Sitzposition</p>
<p>Oberkörper leicht nach hinten beugen</p>
<p>Stange im Obergriff fassen</p>
<p>Stange vor dem Kopf nach unten zum Brustbein ziehen</p>
<p>Stange zurückführen, bis Ellenbogen leicht gebeugt</p>"
361,c323d8a4-310f-4381-925c-3893ef5f8422,Back,Lats,[],209,244,Latzug Eng im Untergriff Zur Brust,"<p>Körper leicht nach hinten geneigt</p>
<p>kein Hohlkreuz</p>
<p>Rumpfmuskulatur angespannt</p>
<p>schulterbreiter Untergriff</p>
<p>Stange vor dem Kopf auf Brust herunterziehen</p>
<p>Ellenbogen möglichst eng am Körper</p>
<p>Stange soweit zurück, dass Ellenbogen leicht gebeugt</p>"
364,48836f44-efcd-4471-a456-5f024936025a,Legs,Hamstrings,[],[],792,Leg Curl,"The leg curl, also known as the hamstring curl, is an isolation exercise that targets the hamstring muscles. The exercise involves flexing the lower leg against resistance towards the buttocks. Other exercises that can be used to strengthen the hamstrings are the glute-ham raise and the deadlift."
365,3bc8b411-a28d-4e1c-a6d1-769e18fe9881,Legs,Hamstrings,[],179,22,Beinbeuger Liegend,"<p>Lege dich auf dem Bauch auf die Bank und klemme die Beine unter der Halterung (eher im unteren Wadenbereich ansetzen). Halte dich fest und bringe nun das Gewicht nach oben, in dem du die Beinbizeps zusammenziehst, gehe langsam wieder nach unten. Während der Übung muss der Körper fest bleiben.</p>"
366,440a5184-de58-4a86-a7ba-76ddeafaa855,Legs,Hamstrings,[],181,117,Leg Curls (sitting),
