id,uuid,name,exercise_base,description,category,muscles,muscles_secondary,equipment
99,08637e04-d995-4c07-b021-a20f26b6fd97,Butterfly Narrow Grip,137,"<p>The movement is the same as with a regular butterfly, only that the grip is narrow:</p>
<p>Sit on the butterfly machine, the feet have a good contact with the floor, the upper arms are parallel to the floor. Press your arms together till the handles are practically together (but aren't!). Go slowly back. The weights should stay all the time in the air.</p>",11,[4],[],[]
124,8715a96e-c8a2-458a-b023-4ea7d82fdab8,Butterfly Reverse,139,,13,[2],[],[]
21,605b4a25-bc1d-4604-bd93-c85b2aaf84ae,Butterfly Reverse,139,,13,[2],[],[]
207,1b9ed9da-46d1-4484-8acc-236379ee823c,Cable Cross-over,141,"<p>Begin with cables at about shoulder height, one in each hand. Take a step forward so that one foot is in front of the other, for stability, and so that there is tension on the cables. Bring hands together in front of you. Try to make your hands overlap (so that the cables cross) a few inches.</p>",11,[4],[],[]
265,a7e15f4f-a7e6-4c0c-9bcb-ef3de90201aa,Cable External Rotation,142,"<p>Steps:</p>
<ol>
<li>Start off placing an extension band around a post or in a secure position where it will not release and is at elbow level.</li>
<li>Position yourself to the side of the band and with your hand that is opposite of the band, reach out and grab the handle.</li>
<li>Bring the band to your chest keeping your elbow bent in a 90 degree angle then slowly rotate your arm in a backhand motion so that the band externally rotates out</li>
<li>Continue out as far as possible so that you feel a stretch in your shoulders, hold for a count and then return back to the starting position.</li>
<li>Repeat for as many reps and sets as desired.</li>
</ol>",13,[2],[],[]
167,c376346a-1923-4468-9320-b0f480c46b1e,Cable Woodchoppers,145,"<p>Set cable pulley slightly lower than chest height. Keep body facing forward with hips stable.  Grab the pulley handle, fully extend your arms and bring your arms forward and across your body. Hold for 1 second at the end of the movement and slowly return to starting position.</p>",10,[14],[],[]
308,074530d6-801a-404b-b3b7-adc207be69be,Calf Press Using Leg Press Machine,146,"<p>Put  the balls of your feet on an extended leg press pad.  Use your calves to press the weight by flexing your feet/toes into a pointed position, and releasing back into a relaxed position.</p>
<p>This exercise builds mass and strength in the Gastrocnemius and Soleus muscles as well, if not better, than any calf exercise.</p>",14,"[7, 15]",[],[]
776,b6ecc0eb-877c-449f-ac61-8caced7736d6,Calf Raises,147,"Calf raises are a method of exercising the gastrocnemius, tibialis posterior and soleus muscles of the lower leg. The movement performed is plantar flexion, a.k.a. ankle extension.",14,"[7, 15]",[],"[3, 10]"
104,e7677699-5e4f-49e6-a645-e8915a203c4d,Calf Raises on Hackenschmitt Machine,148,"<p>Place yourself on the machine with your back firmly against the backrest, the feet are on the platform for calf raises. Check that the feet are half free and that you can completely stretch the calf muscles down.</p>
<p>With straight knees pull up your weight as much as you can. Go with a fluid movement down till the calves are completely stretched. Repeat.</p>",14,[7],[15],[]
803,0849d95d-e83b-44bd-ae95-1fcb89fa5a04,Chin Up,152,"The chin-up (also known as a chin or chinup) is a strength training exercise. People frequently do this exercise with the intention of strengthening muscles such as the latissimus dorsi and biceps, which extend the shoulder and flex the elbow, respectively. In this maneuver, the palms are faced towards the body. It is a form of pull-up in which the range of motion is established in relation to a person's chin.",12,[],[],[6]
747,9e71d2a3-9021-4270-a7b9-0d8bd28e7394,Chin-ups,154,"<p>Wie normale Klimmzüge, aber im Untergriff.</p>",12,[12],[],[6]
181,f6c4e2fa-226d-46e8-87dc-75fc8cd628bd,Chin-ups,154,<p>Like pull-ups but with a reverse grip</p>,12,[12],[],[6]
217,6cc54626-d5ef-4013-9184-010ac96de20a,Close-grip Bench Press,157,"<p>Perform a typical bench press, but hold the bar with your hands approximately shoulder-width apart and keep your elbows close to your body.</p>",8,[5],[4],"[1, 8]"
899,9baf0689-e7d6-4809-9318-01a043860a82,Close Grip Bench Press,16,"<p>Start off laying on the back feet in front of you and holding a dumbbell in each hand elevated above your chest.Slowly lower the dumbbells to your chest, keeping them close together, without touching and hold for a count.Return back to the starting position.</p>",11,[],[],[]
213,42b092ec-80b1-4471-90d1-e462a65ab18c,Close-grip Lat Pull Down,158,"<p>Grip the pull-down bar with your hands closer than shoulder width apart, with your palms facing away from you. Lean back slightly. Pull the bar down towards your chest, keeping your elbows close to your sides as you come down. Pull your shoulders back at the end of the motion.</p>",12,[12],[],[]
194,122f5dd3-fc8c-47fe-9a79-1c15cf784a60,Cross-Bench Dumbbell Pullovers,161,"<p>Grasp a moderately weighted dumbbell so your palms are flat against the underside of the top plates and your thumbs are around the bar. Lie on your back across a flat bench so only your upper back and shoulders are in contact with the bench. Your feet should be set about shoulder-width apart and your head should hang slightly downward. With the dumbbell supported at arm's length directly about your chest, bend your arms about 15 degrees and keep them bent throughout the movement. Slowly lower the dumbbell backward and downward in a semicircle arc to as low a position as is comfortably possible. Raise it slowly back along the same arc to the starting point, and repeat for the required number of repetitions.</p>",11,"[12, 4, 3]",[],[]
764,41ee5cf8-9dae-4871-96e4-9dc01117ab77,Crunch am TRX Oder Auf Ball,165,<p>Beine in die TRX-Schlingen oder auf einem großen Ball auflegen und mit den Händen unter den Schultern in eine Stützposition (Plank) kommen. Dann die Beine anziehen.</p>,10,[],[],[]
91,d325dd5c-6833-41c7-8eea-6b95c4871133,Crunches,167,"<p>Lay down on your back a soft surface, the feet are on the floor. Ask a partner or use some other help (barbell, etc.) to keep them fixed, your hands are behind your head. From this position move your upper body up till your head or elbows touch your knees. Do this movement by rolling up your back.</p>",10,[6],[3],"[8, 4]"
4,0e10ac9b-ed1d-42c9-b8cc-123c22ccc5d5,Crunches,167,"<p>Lege dich auf eine Matte mit angewinkelten Beinen. Die Füße werden irgendwie festgehalten (Partner, Lanhghantel, o.Ä.) und die Hände werden hinter dem Nacken verschränkt. Aus dieser Position führe den Oberkörper so weit nach oben, bis Kopf oder Ellenbogen die angewinkelten Beine berühren.</p>
<p>Es ist wichtig, dass dieser Vorgang mit einer rollenden Bewegung durchgeführt wird: die Wirbelsäule sollte sich Wirbel für Wirbel von der Matte lösen. Ein Hohlkreuz ist stets zu vermeiden.</p>",10,[6],[3],"[8, 4]"
33,5c47b690-d19f-4523-9c47-47160693eefc,Crunches am Seil,173,"<p>Nehme das Kabel in die Hand und halte es neben den Schläfen fest. Knie dich nun vor dem Kabelzug mit geradem aber nach vorne gebeugtem Oberkörper hin. Rolle dich mit einer schnellen Bewegung zusammen, die Ellenbogen zeigen zu den Knien. Gehe langsam wieder zur Anfangsposition zurück.</p>",10,[6],[],[]
51,efbece79-4384-49d1-bb88-e16fcd8de5aa,Crunches an Maschine,172,"
<p>Ablauf wie bei reguläre Crunches, nur mit zusätzlichem Gewicht an der Maschine.</p>
<p>Setzte dich hin, beide Füße stabil auf dem Boden. Nehme die Gewichte, Kabel, etc. fest und führe eine rollende Bewegung nach vorn (die Wirbelsäule sollte sich idealerweise Wirbel für Wirbel von der Lehne lösen). Kehre langsam in die Ausgangsposition zurück.</p>
",10,[6],[],[]
32,f5e98b51-6c0e-4c77-94ec-158210669f6d,Crunches an Negativbank,427,"<p>Setze dich auf die Negativbank und fixiere deine Beine. Kreuze deine Arme &uuml;ber die Brust und bringe den Oberk&ouml;rper nach oben, den Kopf dabei nicht nach vorn kippen. Gehe langsam wieder runter. </p>",10,[6],[],[]
56,6f473716-2fc0-453d-9ab7-70212c1d2f92,Crunches an Schrägbank,171,"
<p>Der Ablauf der Übung ist im Prinzip wie bei den normalen Crunches, nur legst du dich auf eine Schrägbank oder eine andere geeignete Fläche. Stelle sicher, dass du nicht rutschen kannst indem du die Beine über den Rand anwikelst oder sonstwo festhalten kannst. Halte die Hände hinter dem Nacken verschränkt. Aus dieser Position führe den Oberkörper so weit nach oben, bis Kopf oder Ellenbogen die Knie berühren.</p>
<p>Es ist wichtig, dass dieser Vorgang mit einer rollenden Bewegung durchgeführt wird: die Wirbelsäule sollte sich Wirbel für Wirbel von der Matte lösen. Ein Hohlkreuz ist stets zu vermeiden.</p>
",10,[6],[],[9]
94,6709577b-95ec-4053-a822-d5fe1f753966,Crunches on Machine,172,"<p>The procedure is very similar as for regular crunches, only with the additional weight of the machine. Sit on the machine, put both feet firmly on the ground. Grab the to the weights, cables, etc. and do a rolling motion forwards (the spine should ideally lose touch vertebra by vertebra). Slowly return to the starting position. </p>",10,[6],[],[]
92,8d6c13c6-256d-4137-b1c6-b0e817697639,Crunches With Cable,173,"<p>Take the cable on your hands and hold it next to your temples. Knee down and hold your upper body straight and bend forward. Go down with a fast movement, rolling your back in (your ellbows point to your knees). Once down, go slowly back to the initial position.</p>",10,[6],[],[]
416,6ec0d447-1dfa-40fa-9fad-9a86c222d1a4,Crunches With Legs Up,174,"<p>On your back, legs extended straight up, reach toward your toes with your hands and lift your shoulder blades off the ground and back.</p>",10,[6],[14],[]
619,b1133e95-a644-42e4-b109-38bda8bda278,Curl su Panca a 45°,175,<p>Bicipiti su panca a 45°. Il movimento deve essere completo</p>,8,[1],[],[8]
806,035d5dfc-1a1b-480b-bc9b-b6f634f19aee,Cycling,177,"Cycling, also called bicycling or biking, is the use of bicycles for transport, recreation, exercise or sport. People engaged in cycling are referred to as cyclists, bicyclists, or bikers. Apart from two-wheeled bicycles, cycling also includes the riding of unicycles, tricycles, quadracycles, recumbent and similar human-powered vehicles.",9,"[14, 9]","[11, 13, 8, 12, 10]",[7]
544,e3c163b4-205e-457f-8b91-68e5c6d6be96,Deadbug,178,"Lie on your back, with your hips and knees bent to 90°. Raise both arms toward the ceiling. Pull your lower back to the floor to eliminate the gap. Start by pressing one leg out, and tapping the heel to the floor. ""As you extend one leg, exhale as much as you can, keeping your lower back glued to the floor,"" Dunham says. When you can’t exhale any more, pull your knee back to the starting position. Make this more difficult by holding weight in your hands, or by lowering opposite arm and leg.",10,[],[],[]
347,8976d255-d7e4-46c7-8079-ca525f0a7d0d,Deadhang,182,<p>Deadhang performed on an edge either with or without added weight (adujst edge or weight to adjust difficulty)</p>,8,[],[],[]
105,22cca8fc-cfaf-4941-b0f7-faf9f2937c52,Deadlifts,184,"<p>Stand firmly, with your feet slightly more than shoulder wide apart. Stand directly behind the bar where it should barely touch your shin, your feet pointing a bit out. Bend down with a straight back, the knees also pointing somewhat out. Grab the bar with a shoulder wide grip, one underhand, one reverse grip.</p>
<p>Pull the weight up. At the highest point make a slight hollow back and pull the bar back. Hold 1 or 2 seconds that position. Go down, making sure the back is not bent. Once down you can either go back again as soon as the weights touch the floor, or make a pause, depending on the weight.</p>",12,[12],[8],[]
100,b72ae8d4-ede6-4480-8fc5-7b80e369f7ed,Decline Bench Press Barbell,185,"<p>Lay down on a decline bench, the bar should be directly above your eyes, the knees are somewhat angled and the feet are firmly on the floor. Concentrate, breath deeply and grab the bar more than shoulder wide. Bring it slowly down till it briefly touches your chest at the height of your nipples. Push the bar up.</p>",11,[4],[],[1]
101,80d318b3-4b8a-41aa-9c6c-0a2a921fe1e6,Decline Bench Press Dumbbell,186,"<p>Take two dumbbells and sit on a decline bench, the feet are firmly on the floor, the head is resting the bench. Hold the weights next to the chest, at the height of your nipples and press them up till the arms are stretched. Let the weight slowly and controlled down.</p>",11,[4],[],[3]
260,36ef5f12-6f77-4754-a926-39915e4b57a5,Decline Pushups,188,"<p>With your feet raised approximately 30cm on a platform, align your shoulders, elbows and hands, then perform regular pushups. This emphasises the clavicular fibers of the pectoralis major.</p>",11,[4],[2],[7]
381,83b741dc-fd19-4c85-ac0c-b0388c5838e6,Deficit Deadlift,189,"<p>Preparation</p>
<p>Stand on weight plate, bumper plate, or shallow elevated platform with loaded bar above feet. Squat down and grasp bar with shoulder width or slightly wider overhand or mixed grip.</p>
<p> </p>
<p>Execution</p>
<p>Lift bar by extending hips and knees to full extension. Pull shoulders back at top of lift if rounded. Return weights to floor by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet. Repeat.</p>
<p> </p>
<p>Comments</p>
<p>Throughout lift, keep hips low, shoulders high, arms and back straight. Knees should point same direction as feet throughout movement. Keep bar close to body to improve mechanical leverage. Grip strength and strength endurance often limit ability to perform multiple reps at heavy resistances. Gym chalk, wrist straps, grip work, and mixed grip can be used to enhance grip. Mixed grip indicates one hand holding with overhand grip and other hand holding with underhand grip. Lever barbell jack can be used to lift barbell from floor for easier loading and unloading of weight plates.</p>
<p>Barbell Deficit Deadlift emphasizes building strength through lowest portion of Deadlift. Target muscle is exercised isometrically. Heavy barbell deadlifts significantly engages Latissmus Dorsi. See Barbell Deficit Deadlift under Gluteus Maximus. Also see Deadlift Analysis.</p>",12,[],"[11, 8, 12, 6, 15]",[1]
729,9f73c55c-c362-4275-a7c6-5d57fb75e2cb,Defizit Kreuzheben,190,"<p>Vorbereitung</p>
<p> </p>
<p>Stellen Sie sich auf eine Hantelscheibe, eine Stoßstangenplatte oder eine flache, erhöhte Plattform mit einer geladenen Stange über den Füßen. Hocken Sie sich hin und fassen Sie die Stange mit schulterbreitem oder etwas breiterem Überhand- oder Mischgriff.</p>
<p> </p>
<p>Ausführung</p>
<p> </p>
<p>Heben Sie die Stange an, indem Sie die Hüften und Knie ganz ausstrecken. Ziehen Sie die Schultern oben am Lift zurück, wenn sie abgerundet sind. Bringen Sie die Gewichte wieder auf den Boden, indem Sie die Hüften nach hinten beugen, während Sie die Knie nach vorne beugen. Halten Sie dabei den Rücken gerade und die Knie in dieselbe Richtung wie die Füße. Wiederholen.</p>
<p> </p>
<p>Bemerkungen</p>
<p> </p>
<p>Halten Sie beim Heben die Hüften niedrig, die Schultern hoch, die Arme und den Rücken gerade. Die Knie sollten während der gesamten Bewegung in dieselbe Richtung zeigen wie die Füße. Halten Sie die Stange dicht am Körper, um die mechanische Hebelwirkung zu verbessern. Griffkraft und Kraftausdauer schränken häufig die Fähigkeit ein, bei starken Widerständen mehrere Wiederholungen durchzuführen. Gymnastikkreide, Handgelenkbänder, Griffarbeit und gemischter Griff können verwendet werden, um den Griff zu verbessern. Gemischter Griff bedeutet, dass eine Hand mit Überhandgriff und die andere Hand mit Unterhandgriff gehalten wird. Mit dem Hebelhantelheber kann die Hantel vom Boden gehoben werden, um das Be- und Entladen von Hantelscheiben zu erleichtern.</p>
<p> </p>
<p>Unterer Rücken</p>
<p> </p>",12,"[8, 12, 14, 10]",[],[1]
329,ee291ad5-2064-4d0a-b252-c715f362e035,Diagonal Shoulder Press,193,"<p>You sit at the bench press device, back slightly tilted to the back. The bar should be about 20 cm in front of you. Then you push the bar and take it back again, as you would with a bench press.</p>
<p>In this position you strain your chest muscles a lot less, which is nice if you want to train, but your chest hasn't recovered yet.</p>
<p>Here's a link to a girl on a machine specialized for this exercise, to give a better description than my failing words above.</p>
<p>http://www.schnell-online.de/db_imgs/products/img/t-80400.jpg</p>",13,[],[],[8]
29,41b495fd-562e-4d6e-942a-60dc52d5e194,Dips,194,"<p>Greife die Stangen an einer engen Stelle und drücke dich hoch. Strecke dabei die Arme nicht ganz aus, dann bleiben während des gesamten Bewegungablaufs die Muskeln immer unter Spannung. Beuge nun die Arme und gehe so tief wie möglich runter, die Ellenbogen zeigen nach hinten. Du kannst an dieser Stelle einige Sekunden bleiben, bevor du die Übung weitermachst.</p>",11,"[4, 5]",[5],[7]
781,7191e015-0c60-4376-9be0-733b9754b7f8,Dips,194,"A dip is an upper-body strength exercise. Narrow, shoulder-width dips primarily train the triceps, with major synergists being the anterior deltoid, the pectoralis muscles (sternal, clavicular, and minor), and the rhomboid muscles of the back (in that order).[1] Wide arm training places additional emphasis on the pectoral muscles, similar in respect to the way a wide grip bench press would focus more on the pectorals and less on the triceps.",11,"[4, 5]",[5],[7]
82,22879094-ced4-4bd1-81f2-76fdfeb867e6,Dips,195,"<p>Hold onto the bars at a narrow place (if they are not parallel) and press yourself up, but don't stretch the arms completely, so the muscles stay during the whole exercise under tension. Now bend the arms and go down as much as you can, keeping the elbows always pointing back, At this point, you can make a short pause before repeating the movement.</p>",8,[5],"[4, 6]",[]
83,aa4fcd9b-baee-41cf-b4c5-8462bc43a8be,Dips Between Two Benches,197,"<p>Put two benches so far appart, that you can hold onto one with your hands and are just able to reach the other with your feet. The legs stay during the exercise completely stretched. With your elbows facing back, bend them as much as you can. Push yourself up, but don't stretch out the arms.</p>",8,[5],[],[8]
68,011b956d-33b3-4600-9e42-2e7dcbac9fb5,Dips Zwischen 2 Bänke,197,"<p>Stelle zwei Bänke so weit ausernander, dass du die Hände am Rand der einen und du die Füße auf der anderen noch knapp draufstellen kannst. Die Beine bleiben während der Übung ausgestreckt. Beuge nun die Arme und gehe so tief wie möglich runter, die Ellenbogen zeigen nach hinten. Hebe den Körper wieder, achte aber darauf, dass du die Arme nicht ganz austreckst.</p>",8,[5],[],[8]
364,987d4bd5-dfd7-41b3-a51a-54bc9380e9ba,Dřep do Sedu na Box,200,Cvik se provádí v širším postoji nohou se vzpěračskou činkou na zadech. Po dosednutí na box na chvíli uvolnit nohy a následně výbušně se zvednout.,9,[10],[8],[1]
885,c81fa1a0-9bfe-474b-b78f-195ef791e499,Duck Walk,114,"<p style="""">Stand with feet at shoulder-width apart. Sit your hips back and bend your knees into a half squat position. Keep your chest up and clasp your hands in front of your chest. Keeping your knees bent in the half-squat position, slowly walk forward a few steps. In the same position, walk a few steps back to the start point.</p>
<p style="""">Keep your chest up and eyes facing forward for the duration of the exercise. Only squat down as far as you feel comfortable.</p>",9,[],[],[7]
275,dfa090e4-77ae-40ed-86c0-4696fe93dcf1,Dumbbell Concentration Curl,202,<p>Sit on bench. Grasp dumbbell between feet. Place back of upper arm to inner thigh. Lean into leg to raise elbow slightly.</p>,8,[13],[1],[3]
898,ebdd3ac2-dfa2-4c36-8c41-fbcbec16a042,Dumbbell Floor Flys,72,"<p>Lie on the floor with two dumbbells above your shoulders, (arms 15-degrees shy of full extension)With palms facing, lower the weights in an arching motionWhen your elbows hit the floor, pause briefly for a half secondSqueeze the dumbbells back together in an arching motionStop the dumbbells a few inches shy of touching to keep constant tension on pecs</p>",11,[],[],[3]
300,2120f390-4a5f-41bc-9139-045581a3a245,Dumbbell Goblet Squat,203,"<p>Grasp dumbbell with both hands at the sides of the upper plates. Hold dumbbell in front of chest, close to torso. Place feet about shoulderwide apart, keep knees slightly bent.</p>
<p>Squat down until thighs are parallel to floor. Keep back straight, bend and move hips backward to keep knees above feet. Return, keep knees slightly flexed. Repeat.</p>
<p>Keep bodyweight on heels and look ahead or slightly above to keep back straight.</p>",9,[10],[],[3]
298,fa56d30a-7a8f-4084-aa68-46bd52f97959,Dumbbell Incline Curl,204,"<p>With elbows back to sides, raise one dumbbell and rotate forearm until forearm is vertical and palm faces shoulder. Lower to original position and repeat with opposite arm. Continue to alternate between sides.</p>",8,[1],[13],[3]
112,587c0052-f2bc-48ca-8af9-415175308901,Dumbbell Lunges Standing,205,<p>.</p>,9,[10],[8],[3]
113,ffd4ce7e-e14f-49d4-9dc9-dc1362631382,Dumbbell Lunges Walking,206,"<p>Take two dumbbells in your hands, stand straight, feet about shoulder wide. Take one long step so that the front knee is approximately forming a right angle. The back leg is streched, the knee is low but doesn't touch the ground. ""Complete"" the step by standing up and repeat the movement with the other leg.</p>",9,[10],[8],[3]
900,9eb10e6a-97e1-46e1-b9ac-226bb25ca080,Dumbbell Overhead Press,20,<p>Stand upright and keep the back straight.Hold a dumbbell in each hand at the shoulders with an overhand grip. Thumbs should be on the inside and knuckles facing up.Raise the weights above the head in a controlled motion.Pause at the top of the motion.Return the dumbbells to the shoulders.</p>,13,[],[],[3]
896,ae308b2f-ceb2-4517-93b8-3b90f37fad47,Dumbbell Push-Up,31,"<p>Normal Push-ups on Dumbbells, this brings a further range of movement</p>",8,[],[],[3]
87,d147a6c2-ce64-424b-baf3-4ca841a51512,Dumbbells on Scott Machine,208,,8,[1],[],[]
274,3f7b893e-a089-450f-b8cc-ec3ec17d3bf3,Dumbbell Triceps Extension,211,"<p>Position one dumbbell over head with both hands under inner plate (heart shaped grip).</p>
<p>With elbows over head, lower forearm behind upper arm by flexing elbows. Flex wrists at bottom to avoid hitting dumbbell on back of neck. Raise dumbbell over head by extending elbows while hyperextending wrists. Return and repeat.</p>",8,[5],"[2, 4]",[3]
11,89e0ea72-fef4-4d6e-b9e0-0085f536e9ee,Einarmiges Rudern KH,215,"<p>Nehme eine Flachbank und setze das Knie eines Beines auf ein Ende, das andere Bein ist daneben und leicht angewinkelt. Beuge deinen Oberkörper nach vorn und benutze deine Hand um dich abzustützen. Der Rücken macht einen leichten Hohlkreuz. Greife die Hantel mit der freien Hand und hebe sie eng am Körper entlang (achte auf die Ellenbogen). Bringe sie langsam nach unten und wiederhole die Bewegung sobald du unten angekommen bist. Wechsle danach die Seite.</p>
<p> </p>",12,[12],"[2, 1, 13]",[3]
760,deb2622d-5864-4ce4-b763-0e2851f439a2,Einbeinige Kniebeuge / Ausfallschritt Mit Freiem Bein Nach Hinten Erhöht,216,"<p>Ein Bein nach hinten auf einem Stuhl oder Bank ablegen, mit dem anderen Bein eine Kniebeuge machen. Gewicht optional mit Langhantel auf Rücken, Kurzhantel in den Armen oder Kugelhantel in Brusthöhe.</p>",9,[],[],"[1, 3]"
358,40a0019e-eaf2-491f-a134-9fdd51121358,Einbeinige Kniebeuge (Pistol Squat),456,<p>Auf einen Bein stehen - und den Po nach hinten führen. Gleichzeitig in die Knie gehen</p>,9,"[11, 8]","[2, 1, 13]",[]
414,6ec02111-96f7-4e66-ad1f-82d102580ed6,Extenseurs - Face,221,"<p>En face</p>
<ol>
<li>Tirer</li>
<li>relacher doucement</li>
</ol>",11,[],[],[]
394,659f3fb9-2370-42fb-9c29-9aaf65c7a7de,Facepull,222,"<p>Attach a rope to a pulley station set at about chest level.</p>
<p>Step back so you're supporting the weight with arms completely outstretched and assume a staggered (one foot forward) stance. Bend the knees slightly for a stable base.</p>
<p>Retract the scapulae (squeeze your partner's finger with your shoulder blades) and pull the center of the rope slightly up towards the face. A good cue is to think about pulling the ends of the rope apart, not just pulling back.</p>
<p>As you near your face, externally rotate so your knuckles are facing the ceiling.</p>
<p>Hold for one second at the top position and slowly lower.</p>",13,[9],[],[]
415,237c8770-4c1f-433d-b8b4-b1ae5c69bbc5,Face Pulls,222,"<p>Die Übung trainiert die Rückseite der Schulter.</p>
<p>Die Ausführung erfolgt mit dem Seil am Kabelzug. Dabei wird kontrolliert auf das Gesicht zugezogen.</p>",13,[9],[],[]
18,c0119734-a412-4f34-91f1-cd1c1177fcb8,Fliegende KH Flachbank,238,"<p>Greife zwei Kurzhanteln und lege dich auf eine Bank und strecke die Arme schulterbreit vollständig aus. Füße, Rücken und Kopf liegen fest auf Boden/Bank und geben Halt. Beuge nun leicht die Arme am Ellenbogengelenk und lasse sie mit einer Halbkreisbewegung seitlich runter. Ohne diesen Winkel zu verändern bringe sie wieder nach oben.</p>",11,[4],[],[3]
73,3b34d81d-7882-46a6-bb83-40f84d3f8300,Fliegende KH Schrägbank,239,"<p>Greife zwei Kurzhanteln und lege dich auf eine Schrägbank und strecke die Arme schulterbreit vollständig aus. Füße, Rücken und Kopf liegen fest auf Boden/Bank und geben Halt. Beuge nun leicht die Arme am Ellenbogengelenk und lasse sie mit einer Halbkreisbewegung seitlich runter. Ohne diesen Winkel zu verändern bringe sie wieder nach oben.</p>",11,[4],[],[3]
303,ce37341b-379c-4611-ac9f-830c6c3c397a,Flutter Kicks,235,"<p>-Laying on the back, lift your straightened legs from the ground at a 45 degree angle. </p>
<p>-As your Left foot travels downward and nearly touches the floor, your Right foot should seek to reach a 90 degree angle, or as close to one as possible.</p>
<p>-Bring your R foot down until it nearly touches the floor, and bring your L foot upwards.  Maintain leg rigidity throughout the exercise.  Your head should stay off the ground, supported by tightened upper abdominals.</p>
<p>-(L up R down, L down R up, x2)  ^v, v^, ^v, v^ = 1 rep</p>
<p>-Primarily works the Rectus Abdominus, the hip flexors and the lower back. Secondarily works the Obliques.  Emphasis placed on the lower quadrant of the abs.</p>
<p> </p>",10,"[14, 6]",[],[]
122,9e672a47-ad9e-4ae1-8fbe-011646da1c37,Fly With Cable,237,,11,[4],[],[]
145,754391c6-39d5-4bb6-a311-68a520f6fd3a,Fly With Dumbbells,238,"<p>Take two dumbbells and lay on a bench, make sure the feet are firmly on the ground and your back is not arched, but has good contact with the bench. The arms are stretched in front of you, about shoulder wide. Bend now the arms a bit and let them down with a half-circle movement to the side. Without changing the angle of the elbow bring them in a fluid movement back up.</p>",11,[4],[],[3]
146,acf1f2df-46c4-49a3-8e6c-2979ea4204b1,"Fly With Dumbbells, Decline Bench",239,"<p>The exercise is the same as with a regular bench:</p>
<p>Take two dumbbells and lay on a bench, make sure the feet are firmly on the ground and your back is not arched, but has good contact with the bench. The arms are stretched in front of you, about shoulder wide. Bend now the arms a bit and let them down with a half-circle movement to the side. Without changing the angle of the elbow bring them in a fluid movement back up.</p>",11,[4],[],[3]
874,87d5edb6-3ecf-4ff3-aa52-38a764e95120,Forward Lunge,241,"<p>Start at a standing position. Lift and move one foot forward until your front calf and thigh are at 90 degrees to one another. At the same time, bend your back leg forward while keeping the back foot in place. Return to starting position. Repeat with other leg.</p>",9,[],[],[7]
58,bdf8997a-84ce-434a-ae95-1f9fc50f43bb,Frenchpress KH,245,"<p>Nehme die Hanteln in die Hand, lege dich auf eine Bank und stelle dich so hin, dass ca. 1/4 des Kopfes nicht mehr auf der Bank liegt. Strecke die Arme aus und lasse nun mit einem Bogen die Gewichte runter. Wenn die Hanteln knapp über die Stirn sind, drücke sie wieder nach oben.</p>
<p>Es ist wichtig die Ellenbogen während der ganzen Übung wenig zu bewegen, damit die Trizeps die Arbeit machen.</p>",8,[5],[],"[8, 3]"
85,ee00d53e-4482-44aa-b780-bbc570061841,French Press (skullcrusher) Dumbbells,245,"<p>Hold the dumbbells and lay down on a flat bench in such a way that around 1/4 of your head is over the edge. Stretch your arms with the weights and bend them so that the dumbbells are lowered (make sure they don't touch each other). Just before they touch your forehead, push them up.</p>
<p>Pay attention to your elbows and arms: only the triceps are doing the work, the rest of the arms should not move.</p>",8,[5],[],"[8, 3]"
84,ee4a350b-c681-407f-a414-6ec243809ec7,French Press (skullcrusher) SZ-bar,246,"<p>Hold the SZ-bar and lay down on a flat bench in such a way that around 1/4 of your head is over the edge. Stretch your arms with the bar and bend them so that the bar is lowered. Just before it touches your forehead, push it up.</p>
<p>Pay attention to your elbows and arms: only the triceps are doing the work, the rest of the arms should not move.</p>",8,[5],[],"[8, 2]"
25,9972e42d-43d8-43c0-b547-4638ca3e47be,Frenchpress ß-Stange,246,"<p>Nehme die Hantel, lege dich auf eine Bank und stelle dich so hin, dass ca. 1/4 des Kopfes nicht mehr auf der Bank liegt. Strecke die Arme aus und lasse nun mit einem Bogen das Gewicht runter. Wenn die Stange knapp über die Stirn ist, drücke sie wieder nach oben.</p>
<p>Es ist wichtig die Ellenbogen während der ganzen Übung wenig zu bewegen, damit die Trizeps die Arbeit machen.</p>",8,[5],[],"[8, 2]"
19,52f2f6d2-5b7a-4013-b131-ffeb4c515210,Frontdrücken KH,250,"<p>Setze dich auf eine Bank, stelle die Lehne fast Senkrecht ein. Nehme zwei Kurzhanteln in die Hände und bringe sie auf Schulterhöhe, die Handflächen und die Ellenbogen zeigen während der Übung nach vorn. Drücke die Hanteln nach oben, achte darauf, dass auf dem höchsten Punkt sie sich zwar sehr nahe kommen, aber nicht berühren. Bringe die Hanteln langsam auf die Ausgangsposition.</p>",13,[2],[],"[8, 3]"
153,47c33837-be38-4ebb-b19a-84c280f5f2b0,Frontdrücken LH,416,"<p>Setze dich auf eine Bank, stelle die Lehne fast Senkrecht ein. Greife die Langhantel etwas mehr als Schulterbreit und hebe sie auf Brusthöhe. Drücke sie nun nach oben, strecke die Arme aber nicht vollständig aus. Bringe das Gewicht langsam wieder runter, bis sie wie beim Bankdrücken die Brust kurz berührt.</p>",13,[2],"[4, 5]",[1]
