폰모델 제목,가격,등록시간,내용
노트9 블랙 LG 판매해요,"200,000",1시간 전,"※안녕하세요^^ 중고폰 전문매장으로써  대량으로 매입을 하기에  좋은 상품을 저렴한 가격에 판매를 하고 있습니다.@ 색상 : 블랙 @ 용량 :  128기가 @ 최초통신사 :LG@ 테두리와 뒷판에  기스와 흠집이 살짝씩 있어요.상단하단에 약한 잔상이 있어요. ♡추가 구성품 : 투명 케이스,액정보호필름  @알뜰폰 및 타통신 호환이 다 가능합니다.3통신사   SK/ LG /KT 상관없이 유심을 넣고 재부팅하시면 됩니다. @ 정상해지, 선택약정 25% 할인 가능 @기능작동여부 : 기능 성능 이상없는 제품!  본인 과실이 아닌  기능 이상있을시  7일이내  환불 또는 교환 해 드립니다.  단순변심×  @로젠택배 거래시.  평일 오후 19시     토요일은 오후3시이전 주문하실 시 당일 발송 가능합니다.~~  거의 평일은 담날 받아보십니다.  사진을 자세히 보여드려고 확대해서 찍으니실제 제품을 받아보시면 훨씬 괜찮으실 겁니다^^♡매장 방문시 더 많은 제품을 직접 보시고 구매 하실 수 있습니다. @대구 서구 서대구로299  20호 .1층         T  SMART   (북부정류장 앞 세븐일레븐 맞은편 ) 문의 >> 이O. (9)(6)(.7)(.4).(6)(.I)(6)(O)"
갤럭시 퀀텀2  블랙 SK 액정깨끗한기기초특가판매,"184,000",1시간 전,"﻿109760[제품정보]​♥ 기기명: 갤럭시 퀀텀2 (A826)♥ 색상 : 블랙♥ 최초 개통 통신사 : SK (3사 호환가능)♥ 최초 개통일: 2021.04.21♥ 용량 : 128GB♥ 제품상태 : A급♥ 가격 : 184000원♥ 구성품 : 충전기 +필름 +케이스​[제품설명]​* 25% 선택약정 가능합니다 *​*A/S 무상보증기간 남아 있습니다 *테두리찍힘기스 뒤사용감기스있습니다초미세잔상있습니다케이스필름끼우면 사용하는데 불편함 없습니다~잔상 기능 전혀문제 없습니다~​[기능 검수 완료된제품이며 기능 이상 있을시 7일(교환,반품) 입니다](단순변심,고객과실,교환할때 상태 달라졌을시 제외)​[거래방식]​택배 / 직거래(매장방문)​[업체정보 및 연락처]♥주소지 : 경기도 부천시 심곡동 171-13 3층(부천역 4번출구로 나오시면 됩니당!)♥연락처 : ***-****-****​﻿"
60877 아이폰11 퍼플 128GB 배터리97% 43만원 울산중고폰,"430,000",1시간 전,"​​<울산 중고폰 최저가 판매>중고나라 제휴파트너 울산 중고폰언니 삼산점 입니다.​​제품정보모델명/색상/용량 : 아이폰11 퍼플 128GB​( SK / KT / LG / 알뜰폰 모두 유심만 꽂으시면 사용가능)​가격 : 43만원.(계좌이체 특별가격)​​제품설명바디상,하단 흠집/전면 생활감/사설액정/카메라 미세한 멍 외에 다른 큰 흠집없이깨끗한 기기이며, 잔상이나 기능하자 일체없이모든기능 정상으로 작동하는 컨디션 매우 좋은 기기입니다^^.(배터리 성능 : 94%)​상품 번호 : 60877( 문의 주실때 말씀주시면 더욱 빠른 응대가 가능합니다.) ​선택약정 : 지금 받고 계시면 유심 변경시 그대로 적용 가능​​거래방식울산 남구 삼산동 직거래 가능합니다.직거래 주소 : 울산 남구 화합로 175, 1층 중고폰 언니.(업스퀘어 부근)전지역 택배 , 퀵, 탁송 거래 가능합니다.(퀵.탁송비 거리에 따라 별도 ,택배비 3000원 별도 입니다.)평일 오후5시 전, 토요일 오후2시 전에 입금해주시면, 꼼꼼하게 에어캡으로 포장하여로젠 택배로 발송하며, 당일 출고 합니다^^!​​매장 정보주소 : 울산 남구 화합로175, 1층 중고나라 남구점(중고폰 언니)"
아이폰12미니  64GB  [그린]  59599  (SS급),"520,000",30분 전,"no.59599○등급 : SS급○용량 : 64GB○색상 : 그린○리퍼기간 : ~22.10.30○배터리효율 : 92%°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°●제품설명●아이폰12미니 그린색상 ""SS급"" 이예요기기 상태 사용감 거의 없이 깨끗한 상태구요기능상태 외관상태 아주 좋아요~SKT / KT / LG U+ 3사 통신사 전부 사용 가능하고,알뜰유심 선불유심 4G유심 전부 사용 가능합니다25% 선택약정 요금할인 가능한 기기예요°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°●제품실사만 촬영후 업로드●모든 제품 입고후 세척후 보관●믿을수 있는 오프라인 매장 운영 전문 상점●상담시간 오전10시~새벽3시°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°■인증 포토 후기 작성시 사은품 증정■[필름,케이스,그립톡,유심핀,벌크충전기]■직거래 홍대입구역 2번출구 매장■택배가능 지방 버스퀵 가능●●싱싱폰의 다른 상품 둘러보기●●https://m.bunjang.co.kr/shop/11318336/products"
(잔상/크랙) 갤럭시A90 블랙 판매합니다,"70,000",1시간 전,"갤럭시A90 판매합니다.LG향 제품이며 색상은 블랙선택약정 가능한 기기입니다통신사 상관없이 요금제 자유로 사용가능합니다.사용하던 유심 넣으시면 바로 사용가능한 기기입니다.박스 및 구성품은 없는 단품입니다. 제품구매시 사은품 같이 보내드립니다(충전기,보호필름,젤리케이스,키링,유심핀)기능상 문제는 전혀없는 기기로 잔상과 액정크랙 있어서 저렴하게 판매합니다사진으로 잔상과 액정의 금간거 확인하실수 있습니다.테두리 프레임에과 후면에 기스 있습니다.전체적으로 사용감 많은 기기로기능상 문제 없는 제품으로 저렴하게 업무용이나 게임용으로 구매하시기 좋은 제품입니다구체적인 상태 원하시는 분들이나 문의 있으신 분들은 번개톡으로 문의해주시면 친절히 답해드리겠습니다.최초통화일 19년 10월 28일 입니다.직거래 및 택배거래 가능하며 택배거래시 배송료는 무료입니다.주문시 당일출고 해드립니다.포장 안전하게 해서 배송해드리니 걱정하지않으셔도 됩니다.감사합니다065095"
갤럭시S9 64GB 골드 5227,"120,000",1시간 전,"😀필독사진, 게시글 꼭 확인해주세요!사진의 빛은 조명 불빛입니다!😐상품설명❣ 모델명 : 갤럭시S9❣ 최초통신사 : SK( SK,LG,KT 호환 가능 , 알뜰폰/선불폰 사용가능 )❣ 최초개통일 : 18.12.25❣ 용량 : 64GB❣ 색상 : 골드❣ 구성 : 기기단품❣ 기능 : 모든 기능 정상❣ 잔상 : 있음❣ 상태 : 찍힘(사진과 동일합니다)❣ 금액 : 120,000❣ 택배 : 가능💥구매자님들의 사기피해 방지를 위해 공식인증을 거쳐 판매중 입니다💥L G / S K / K T / 알 뜰 폰 / 선 불 폰 유심사용가능합니다직 거 래ㆍ택 배 거 래ㆍ화 물 택 배ㆍ퀵 가능* 오후 5시 전 입금 건 당일 택배 발송 *🎈 월~토 모든 기기는 정상적인 기능 테스트를 거쳐 정상작동 확인 후 판매합니다★ 단 순 변 심 , 게시글 내용 미확인 교환/환불 불가합니다 ★* 올린 기기말고도 많은 기계들이 있으니 찾으시는 기기 문의주세요 ☎📞"
갤럭시 73570 갤럭시Z플립 256GB 골드 멍 8만원 판매합니다,"80,000",1시간 전,"제품정보(직접 찰영한 실물사진입니다)💜 게시물 외 제품도 다량보유중 💜💛 소량 & 대량 구매 환영합니다 💛모델명/색상/용량 : F700 갤럭시Z플립 골드 256GB최초통신사 :​ SK( SK / KT / LG / 알뜰폰 모두 유심만 꽂으시면 사용가능)최초통화일 : 20.08.04가격 : 8만원(계좌이체 특별가격)제품설명화면정면사진참고하셔서 구매해주세요! (멍,LCD있는제품입니다)★해당제품은 교환환불이 불가한제품입니다★ 기능하자 일체없이모든기능 정상으로 작동하는 컨디션 매우 좋은 기기입니다^^.​상품 번호 : 73570( 문의 주실때 말씀주시면 더욱 빠른 응대가 가능합니다.) 거래방식울산 중구 성남동 직거래 가능합니다.전지역 택배 , 퀵, 탁송 거래 가능합니다.(퀵.탁송비 거리에 따라 별도 ,택배비 3000원 별도 입니다.)평일 오후5시 전, 토요일 오후2시 전에 입금해주시면, 꼼꼼하게 에어캡으로 포장하여로젠 택배로 발송하며, 당일 출고 합니다^^!​게시물 이외 제품도 대량보유중입니다 전화주세요 :)💛소량&대량 구매 환영합니다💛"
갤럭시S20울트라 A급 256GB 블랙 38364,"340,000",1시간 전,"상품번호: 38364★상품문의 O1O-806 1-8026♣상점에서 판매중인 모든제품은 기능불량 없는 정상제품입니다(검수완료) ♣ ○기기단품 ○외관등급 : A급(사용감있음)○잔상: 중잔상○용량 : 256GB○색상 : 블랙○최초통신사 : SKT○최초통화일 : 20.10.08○25%선택약정가능 / 공기계----------------------------------------------------●제품설명●기기상태는 사진과 동일합니다외관등급 A급 , 중잔상 기기입니다SKT / KT / LGU+ 상관없이 모든 통신사 사용 가능5G, 4G 유심, 알뜰유심,선불유심 전부 사용가능‐---------------------------------------------------☆상품문의 O1O-8061-8026◎모든 제품은 구매시 소독하여 발송합니다◎거래방식직거래:인천 주안역택배거래:평일 16:00이전 입금확인시 당일발송"
S21Ultra  [팬텀블랙]  59873  (SS급),"670,000",4일 전,"no.59873○등급 : SS급○용량 : 256GB○색상 : 팬텀블랙○최초통신사 : SKT○최초통화일 : 21.05.14°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°●제품설명●갤럭시S21Ultra 모델 이예요사용감 거의없이 깨끗한 'SS급' 상품이예요기능 성능 정상작동 확인하고 판매합니다~SKT / KT / LGU+ 상관없이 모든 통신사 사용 가능해요5G, 4G 유심, 알뜰유심,선불유심 전부 사용 가능해요25% 선택약정 요금할인 가능한 기기예요°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°●제품실사만 촬영후 업로드●모든 제품 입고후 세척후 보관●믿을수 있는 오프라인 매장 운영 전문 상점 ●상담시간 오전10시~새벽3시°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°■인증 포토 후기 작성시 사은품 증정■[필름,케이스,그립톡,유심핀,벌크충전기]■직거래 홍대입구역 2번출구 매장■택배가능 지방 버스퀵 가능●●당근폰의 다른 상품 둘러보기●●http://shop.bunjang.co.kr/dgphone"
아이폰13미니 128 미개봉 자급제 스타라이트,"855,000",1시간 전,"가개통 아니고 통신사향 아니고뜯은거 매입한 업자들이 잠깐 사용했다고 하는거 아니고아예 안뜯은 100% 레알 새제품입니다.유심기변 아닌 확정기변 가능한 미개봉 자급제로쓰시던 유심 끼우시면 바로 사용 가능하며선택약정 25% 요금할인 가능한 깨끗한 제품입니다.직거래 6호선 우이신설선 보문역 ~ 4호선 인덕원역 사이 가능하며퀵, 택배거래시 안전하고 빠르게 보내드립니다.개인 판매자입니다.번개톡 주세요~"
[갤럭시 노트10] 리퍼폰 당일발송 가능! 24시간 문의,"360,000",1시간 전,"리퍼폰 (센터판) 전국 최대규모👉리퍼폰 전문 할인매장👈일반 중고폰은 취급하지 않으며, 리퍼폰만 전문적으로 취급합니다[제품정보]✔ 제품명 : 갤럭시 노트10✔ 색상 : 모든색상 문의가능✔ 최초 개통 통신사 : SKT,KT,LGU+ 통신3사 및 알뜰폰,선불폰 호환가능✔ 최초 개통일 : 기계마다 상이하니, 문의바랍니다 ✔ 제품 상태 : 액정 및 테두리에 초기필름 부착되어 있습니다 하자없이 깨끗합니다🟥 액정 : 잔상 및 흑멍 등 일체 하자없음🟧 테두리 : 기스하나 없음 초기필름 부착완료🟨 뒷판 : 미세흠집이 있는 제품들도 있으나, 대체적으로 깨끗합🟩 기능 : 메인보드,카메라,와이파이등 일체 문제없음🟦 A/S : 수리받은 날짜로부터, 1년동안 삼성 서비스센터에서 무상 🟪 해지 : 정상해지 된 기계로, 확정기변 및 선택약정 가능▶직거래 : 세종시 대평동▶택배 : 로젠택배 (택배비 +4,000원)▶퀵 : 오토바이 및 화물 (퀵비 +@원)※번개페이 가능합니다 ! (별도 문의)택배 및 퀵으로 구매시, 깔끔하게 소독 후에 에어캡으로 꽁꽁감싸서 안전하게 발송해드립니다 믿고 구매하셔도 됩니다"
아이폰13프로맥스 256 미개봉 자급제 알파인그린,"1,504,500",1시간 전,"가개통 아니고 통신사향 아니고뜯은거 매입한 업자들이 잠깐 사용했다고 하는거 아니고아예 안뜯은 100% 레알 새제품입니다.유심기변 아닌 확정기변 가능한 미개봉 자급제로쓰시던 유심 끼우시면 바로 사용 가능하며선택약정 25% 요금할인 가능한 깨끗한 제품입니다.직거래 6호선 우이신설선 보문역 및동대문, 을지로, 종로 부근 가능하며퀵, 택배거래시 안전하고 빠르게 보내드립니다.개인 판매자입니다.번개톡 주세요~"
갤럭시S20FE 128GB,"190,000",1시간 전,"제품정보갤럭시S20FE 128GB최초 통신사:SKT( SK / KT / LG / 알뜰폰 모두 유심만 꽂아서 사용가능 합니다)가격 : 19만원제품설명액정에 기스없이 깨끗합니다 잔상있어서 저렴하게 판매합니다후면카메라 깨졌습니다 문의사항 번개톡주세요2주안에 기기문제있을시 교환,환불가능합니다그 이후로는 불가능합니다고객님의  부주의로 인한  불량  파손  침수불량 으로인한  교환 및 환불요청시  불가 합니다"
#한정판매# 아이폰11 128GB 화이트 중고폰 공기계 [35308],"585,000",1시간 전,"✔구매 전 10000 개가 넘는 실제 구매후기를 확인해주세요. ✔[쿠팡/네이버/옥션/G마켓/위메프/티몬]등✔번개장터 최초 무상 제품 보증 100일 보장해드립니다.✔매달 진행하는 이벤트를 꼭 확인해주세요. ★ 번개장터 구매고객 특별이벤트 ★🔴구입후 중고폰 100일 제품 보증🔴최고급 사은품 무료 증정🔴구매 전 실제 구매후기를 확인해주세요(번개장터 고객만족도 1위!)🔴출고전 전문엔지니어가 중고폰의 10개 주요항목 정밀 검수후 출고!        💟후기 이벤트[후기작성을 약속해 주세용!!]💟💟최고급 10종 사은품 증정  이벤트   💟                  [최고급케이스+최고급유리필름+충전기+유심핀+그립톡+무선충전패드+카드수납포켓+키링+제품 보증100일+무료배송)]♨대량구매 문의 대환영♨[제품정보]     용량: 128G색상: 화이트제품등급:  S급배터리 효율: 위 사진상태: 상세사진 참고⚠️통신사 : SKT/KT/LGU+3사 유심변경가능(사용하던 유심 바로 꽂아 사용가능)⚠️확정기변/25%약정할인가능(알뜰유심,선불유심 전부사용가능) 문의주세용!!🔻 거래방법 🔻⚡ 택배거래  가능  ⚡⚡ 퀵 서비스 가능  ⚡⚡ 직거래      가능  ⚡💙모든거래 선 결재 후 배송입니당! 유의해주세용💙📦 택배거래 📦당사는 로젠택배를 통하여매일 PM 19:00 배송 나갑니다 18:00 시전으로 구매확정 하시면 당일배송출발택배비 지원해드립니다~📦번개페이📦번개장터 번개페이 결제시※반드시 판매자 사전 협의이후 결제 부탁 드립니다※📞 직거래 📞직거래위치는 강남구청역 입니다 매장방문은 2번출구 바로 뒷편 건물 10층지번주소: 강남구 논현동 241-7 10층(방문전??)★ 직거래 구매시 매장 방문 시간은 ★     평일:오전 11:00시부터~오후7시 30분     주말:오후 13:00시부터~오후6시 30분💟💟13:00~14:00 점심시간입니다. [해당시간만 피해주세요!]💟💟                 ⚠️ 필독사항 ⚠️✔️ 상담주실때 캡쳐/사진 주시면 빠른상담가능✔️ 기능상 문제가 아닌, 단순변심으로는w       교환&환불 절대 불가합니다.✔️ 정품만을 취급하며 정품아닐시 100% 환불 해드립니다✔️ 무상 A/S는 액정파손/배터리/침수/본인과실은 불가합니다     ✔️ 분실/도난은 절대 판매 및 취급 하지 않습니다★ ★ ★ ★ 사용하시던 중고핸드폰 번개장터 최고가격으로 매입해드립니다 ★ ★ ★ ★"
센터교체 풀박스 갤럭시Z폴드2 5G 256G 브론즈 (919),"950,000",1시간 전,"안녕하세요 LL모바일 입니다!     좋은상품과 친절한 서비스로 보답하겠습니다.    LL모바일 프로필 누르시고 상품 누르시면         올려놓은상품 전~~부 보입니다!      ●모델 : 갤럭시Z폴드2 5G 256G       ●통신 : (3사호환가능)      ●색상 : 브론즈      ●기능 : 이상없음      ●상태 : S급(센터교체 후 미사용)      ●가격 : 95만원      ●구성 : 풀박스(내부외부액정보호필름 붙어있습니다)                           (베젤보호스티커 붙어있습니다)      ‣ 해당제품은 정상해지 공기계 입니다     ‣ 모든 기능 / 침수 이상없는 제품입니다    ‣ 핸드폰 구입시 기존핸드폰 고가 매입합니다                        ▶후기EVENT◀                    후기를 작성해주시면        이 모든 사은품을 만원에 챙겨드립니다     (강화필름/케이스/케이블/어답터/그립톡/               유심핀/무선충전기/보조배터리)            ▶액정보호필름 할인EVENT◀  아이폰구매자에 한해서 저렴히 판매합니다                  풀커버필름 : 3,000원               프라이버시필름 : 5,000원                          ‣거래방법   ‣직거래:분당 서현역매장(자세한 위치는                   번개채팅으로 문의부탁드립니다)  ‣택배거래:배송비3천원(09:00 ~ 15:00                   결제완료 택배건은 당일출고됩니다)                    그외:지하철퀵/오토바이퀵                    본인부담으로 가능합니다 ‣예약거래 :예약을 원하시는분께서는 판매가의                    20% 선입금완료시                  다른 구매희망자에게 판매가 보류되며,                 구입시 예약금을 제외한 차액만                   결제해주시면 됩니다.            (단,예약 후 구매안할시 예약금은                       환불되지않습니다)▶SK,KT,LGU+<최신폰,무료폰,전기종 상담가능>◀  새핸드폰 최저가 상담 및 즉시개통 업무 가능합니다!  내가 쓰던 요금 그대로! 최신폰으로 변경!  우리 가족 결합할인도 그대로!  데이터 복원 및 백업(어플,연락처,카카오톡,인증서 등)  쓰던폰 안에 모든 데이터 그대로 새폰으로 옮겨드립니다!  쓰던 폰은 최고가로 매입해드립니다!                       ※교환반품※  단순 변심에 의한 반품 요청은 제품 인수일 이내에만 가능하며   왕복 택배비 6.000원 부담하셔야 합니다.  (단순변심 환불시 판매가 20% 제외 됩니다!!)★기기 불량에 의한 교환 및 환불 의사는 반드시 제품 인수일 포함 7일 이내에 요청하셔야 당사에서 처리 가능합니다.(고지안한 기능이상이 있을경우에만 해당)이후 발생하는 건에 대해서는 해당 제조사 서비스센터 및 수리점 방문 하셔야 합니다.★"
갤럭시S105G 부품용 팝니다! 중고폰 s105g s10,"85,000",1시간 전,말그대로 부품용 입니다.화면/기능 문의 x메인보드 부품용 입니다
아이폰se3 256기가 판매합니다,"700,000",1시간 전,"보시다시피 흠집 하나 없는 새제품이며, 바이크 케이스 필요없으시면 케이스만 구입하셔서 바로 쓰시면 됩니다^^sp커넥터 케이스는 25000원에 개별판매합니다쿨거래시 네고 가능합니다 찔러봐주세요^^***-****-**** 전화보단 문자주세요!!"
S21+판매합니다,"460,000",1시간 전,"○제품상세○※  색상 : 블랙※  용량 : 256 기가※  등급 : SS급(생활기스 존재합니다 // 액정에 미세한 실기스 존재)※  기능상태 : 정상 ※  잔상번인여부 : 없음※  리퍼기간 : 만료※  통신사 : SK/KT/LG/3사, 선불유심 및 알뜰유심                     모두 사용가능 (SKT)※  25%약정할인가능------------------------------------------------------------------------------------------------------------------------------------------○등급○※ SS급 : 외관 거의 새제품과 같은 수준의 제품 ※ S급 : 외관에 미세한 사용감이 있는 수준의 제품 ※ A급 : 외관에 약간의 사용감이 보이는 제품  ------------------------------------------------------------------------------------------------------------------------------------------※ 전문엔지니어가 10곳 이상 꼼꼼히 검수 후 거래합니다※ 궁금하신 사항은 번개톡 & 핸드폰으로 문의 바랍니다.※ 번개페이 계좌거래 택배거래 직거래 가능합니다.※ 택배는 3시 전 입금 당일 출고 (3시 이후 익일 출고)※ 직거래는 구로구 디지털로 33길 28 // 구로디지털단지역 // 남구로역 가능합니다.※ ★다섯개 후기 남겨주신다고 미리 말씀해주시는 분들에게  충전기+케이스+필름+유심핀 같이 발송해드립니다 0 1 0 - 4 8 8 3 - 4 5 5 5 연락 부탁드리겠습니다"
#한정판매# 갤럭시S20울트라 그레이 중고폰 공기계 [03785],"475,000",3일 전,"✔구매 전 10000 개가 넘는 실제 구매후기를 확인해주세요. ✔번개장터 최초 무상 제품 보증 100일 보장해드립니다.✔매달 진행하는 이벤트를 꼭 확인해주세요. ★ 번개장터 구매고객 특별이벤트 ★🔴구입후 중고폰 100일 제품 보증🔴최고급 사은품 무료 증정🔴구매 전 실제 구매후기를 확인해주세요(번개장터 고객만족도 1위!)🔴출고전 전문엔지니어가 중고폰의 10개 주요항목 정밀 검수후 출고!🔴코로나 시대 소독 세척 실시!           💟한정 후기 이벤트💟💟최고급 10종 사은품 증정  이벤트   💟                  [최고급케이스+최고급유리필름+충전기+유심핀+그립톡+무선충전패드+카드수납포켓+키링+제품 보증100일+무료배송)]♨대량구매 문의 대환영♨용량: 256GB색상: 그레이제품등급 : S급최초통화일:사진참고 상태: 사진 그대로 판매중입니다! ⚠️통신사 : SKT/KT/LGU+3사 유심변경가능 / 알뜰폰 유심 사용가능!(사용하던 유심 바로 꽂아 사용가능)🔻 거래방법 🔻⚡ 택배거래  가능  ⚡⚡ 퀵 서비스 가능  ⚡⚡ 직거래      가능  ⚡📦 택배거래 📦당사는 로젠택배를 통하여매일 PM 19:00 배송 나갑니다 18:00 시전으로 구매확정 하시면 당일배송출발택배비 지원해드립니다📦번개페이📦번개장터 번개페이 결제시※ 반드시 판매자 사전 협의 이후 결제 부탁 드립니다 ※📞 직거래 📞직거래위치는 강남구청역 입니다 매장방문은 2번출구 바로 뒷편 건물 10층지번주소: 강남구 논현동 241-7 10층(방문전??)★ 직거래 구매시 매장 방문 시간은 ★  평일:오전 11:00시부터~오후7시30분 💟💟13:00~14:30 점심시간입니다. [해당시간만 피해주세요!]💟💟                  ⚠️ 필독사항 ⚠️✔️ 상담주실때 캡쳐/사진 주시면 빠른상담가능✔️ 기능상 문제가 아닌, 단순변심으로는       교환&환불 절대 불가합니다.✔️ 정품만을 취급하며 정품아닐시 100% 환불 해드립니다✔️ 무상 A/S는 액정파손/배터리/침수/본인과실은 불가합니다     ✔️ 분실/도난은 절대 판매 및 취급 하지 않습니다★ ★ ★ ★ 사용하시던 중고핸드폰 번개장터 최고가격으로 매입해드립니다 ★ ★ ★ ★"
갤럭시S10+ LTE 무잔상A급 안산s10+ s10플러스 부산s10+,"250,000",1시간 전,"• 갤럭시S10플러스 LTE 128G 프리즘화이트 5254 판매합니다( 4g lte 선불유심 알뜰유심 전부 그대로 사용 가능합니다)• 제 모든 휴대폰 사진은 실사입니다 • 외관보시면 상태는 전체적으로 깔끔합니다 테두리 사진보시면 아레테두리 기스, 왼테두리 작은찍힘 외 전체적으로 깔끔합니 액정은 깨짐없고 깔끔합니다 뒷판은 깨짐없고 깔끔합니다 흰화면 보시면 잔상없고 깨끗합니다 참고하세요 —>중고폰 특성상 미세한 생활기스 있을수 있습니다 (사진에서 꼭 확인해주세요^^) • 배터리 양호합니다 • 정상해지 공기계이고 3사 전부 유심만 꽂으면 사용가능하며 25% 약정할인 가능합니다 • 최초통신사는 lg이고 최초개통일은 2020년 1월입니다• 터치,소리,지문,카메라 등 모든 기능 검사 “이상무”입니다• 구성품은 기기+필름+케이스 새것 입니다• 중고폰은 단순변심에 의한 환불 및 교환이 불가하므로 신중한 거래 부탁드립니다• 허위매물을 올리지 않습니다 한대한대 일일이 찍어서 올리고 있습니다 보시는 제품 그대로 배송됩니다• 문의가 많은 관계로 애눌, 흥정, 교신, 교환 정중히 사양합니다 답변하지않겠습니다안산직거래전지역택배가능(오후 5시 이전 주문건 당일출고됩니다 , 우체국택배는 따로 문의 해주세요^^)OlO . 5o34 . 24l3"
아이폰11 옐로우 128GB 가성비 저렴 판매!!,"390,000",1시간 전,"🥰모든 제품 정직하고 저렴하게 판매하는 중고폰팡 입니다. 위 사진은 실제 제품을 촬영 하여 올린 제품 실사이며, 안심하고 구매 하셔도 됩니다. 모든 기기는 정상해지 완료된 제품이며 KT/SKT/U+/알뜰유심/선불유심 모두 가능하며 선택약정(25%할인) 약정도 가능 합니다.               ➡아이폰11 옐로우 128GB 80% ⬅️❗️디스플레이 잔상없음 외부컨디션 생활감O❗️배터리효율 정상 지문인식 정상 외부버튼 정상‼️ 자세한 부분들은 사진 참조 꼭 부탁 드립니다👍새폰 아니고 중고폰인 만큼 너그럽게 봐주세요!👍계좌이체 쿨 거래시 택배비 및 새필름 부착 구성품 뾱뾱이에 잘 싸서 빠른 배송 도와 드리겠습니다!직거래 (가산 디지털단지역 4번출구 앞) 직거래 가능시간 (오전10시~오후5시50분)택배거래 (우체국) 당일오후 4시이전 결제시 당일 발송                                   😀상담문의 0.1.0.5.8.5.4.8.8.3.6"
갤럭시S20플러스 SS급 256GB 클라우드 블루 23427,"320,000",1시간 전,"상품번호: 23427★상품문의 O1O-806 1-8026♣상점에서 판매중인 모든제품은 기능불량 없는 정상제품입니다(검수완료) ♣ ○기기단품 ○외관등급 : SS급(새폰급)○잔상: 약잔상○용량 : 256GB○색상 : 클라우드 블루○최초통신사 : LGU+○최초통화일 : 20.02.27○25%선택약정가능 / 공기계----------------------------------------------------●제품설명●기기상태는 사진과 동일합니다외관등급 SS급 , 약잔상 기기입니다SKT / KT / LGU+ 상관없이 모든 통신사 사용 가능5G, 4G 유심, 알뜰유심,선불유심 전부 사용가능‐---------------------------------------------------☆상품문의 O1O-8061-8026◎모든 제품은 구매시 소독하여 발송합니다◎거래방식직거래:인천 주안역택배거래:평일 16:00이전 입금확인시 당일발송"
#한정판매# 아이폰13미니 128GB 핑크 중고폰 공기계 [66633],"765,000",2일 전,"✔구매 전 10000 개가 넘는 실제 구매후기를 확인해주세요. ✔번개장터 최초 무상 제품 보증 100일 보장해드립니다.✔매달 진행하는 이벤트를 꼭 확인해주세요. ★ 번개장터 구매고객 특별이벤트 ★🔴구입후 중고폰 100일 제품 보증🔴최고급 사은품 무료 증정🔴구매 전 실제 구매후기를 확인해주세요(번개장터 고객만족도 1위!)🔴출고전 전문엔지니어가 중고폰의 10개 주요항목 정밀 검수후 출고!🔴코로나 시대 소독 세척 실시!           💟한정 후기 이벤트💟💟최고급 10종 사은품 증정  이벤트   💟                  [최고급케이스+최고급유리필름+충전기+유심핀+그립톡+무선충전패드+카드수납포켓+키링+제품 보증100일+무료배송)]♨대량구매 문의 대환영♨[제품정보]용량: 128GB색상: 핑크제품등급:S급배터리 효율:상세사진 참고상태: 상세사진 참고⚠️통신사 : SKT/KT/LGU+3사 유심변경가능(사용하던 유심 바로 꽂아 사용가능)⚠️확정기변/25%약정할인가능(알뜰유심,선불유심 전부사용가능) 문의주세용!!🔻 거래방법 🔻⚡ 택배거래  가능  ⚡⚡ 퀵 서비스 가능  ⚡⚡ 직거래      가능  ⚡📦 택배거래 📦당사는 로젠택배를 통하여매일 PM 19:00 배송 나갑니다 18:00 시전으로 구매확정 하시면 당일배송출발택배비 지원해드립니다📦번개페이📦번개장터 번개페이 결제시※ 반드시 판매자 사전 협의 이후 결제 부탁 드립니다 ※📞 직거래 📞직거래위치는 강남구청역 입니다 매장방문은 2번출구 바로 뒷편 건물 10층지번주소: 강남구 논현동 241-7 10층★ 직거래 구매시 매장 방문 시간은 ★  평일:오전 11:00시부터~오후7시30분 💟💟13:00~14:30 점심시간입니다. [해당시간만 피해주세요!]💟💟                  ⚠️ 필독사항 ⚠️✔️ 상담주실때 캡쳐/사진 주시면 빠른상담가능✔️ 기능상 문제가 아닌, 단순변심으로는       교환&환불 절대 불가합니다.✔️ 정품만을 취급하며 정품아닐시 100% 환불 해드립니다✔️ 무상 A/S는 액정파손/배터리/침수/본인과실은 불가합니다     ✔️ 분실/도난은 절대 판매 및 취급 하지 않습니다★ ★ ★ ★ 사용하시던 중고핸드폰 번개장터 최고가격으로 매입해드립니다 ★ ★ ★ ★"
